c,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
5,6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,7.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,8.0,7.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8.0,8.0,7.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,8.0,9.0,8.0,7.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,8.0,9.0,9.0,8.0,7.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,8.0,9.0,10.0,9.0,8.0,7.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,8.0,9.0,10.0,10.0,9.0,8.0,7.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,8.0,9.0,10.0,10.0,9.0,8.0,7.0,6.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,8.0,9.0,10.0,10.0,9.0,8.0,7.0,6.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,8.0,9.0,10.0,11.0,10.0,9.0,8.0,7.0,6.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,8.0,9.0,10.0,11.0,11.0,10.0,9.0,8.0,7.0,6.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
17,,9.0,10.0,11.0,12.0,11.0,10.0,9.0,8.0,7.0,6.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0
18,,9.0,10.0,11.0,12.0,12.0,11.0,10.0,9.0,8.0,7.0,6.0,5.0,4.0,0.0,0.0,0.0,0.0
19,,,10.0,11.0,12.0,13.0,12.0,11.0,10.0,9.0,8.0,7.0,6.0,5.0,4.0,0.0,0.0,0.0
